date,match,team,side,model,bid,ask,spread,depth,ev,exp_margin,exp_total,tradeable
2026-08-06,Toronto Tempo @ Portland Fire,Portland Fire,HOME,0.5785684358160283,0.96,0.98,0.020000000000000018,14784.4007,-0.4028035641839716,2.557530315200296,186.567417419266,True
2026-08-06,Toronto Tempo @ Portland Fire,Toronto Tempo,AWAY,0.42143156418397165,0.03,0.04,0.010000000000000002,21324.2154,0.37874356418397165,2.557530315200296,186.567417419266,True
2026-08-07,Atlanta Dream @ Washington Mystics,Washington Mystics,HOME,0.40689117541331554,0.38,0.39,0.010000000000000009,90637.06579999998,0.00023817541331552783,-3.0389798603533933,160.74415420657402,True
2026-08-07,Atlanta Dream @ Washington Mystics,Atlanta Dream,AWAY,0.5931088245866845,0.61,0.62,0.010000000000000009,68607.76249999998,-0.04338317541331551,-3.0389798603533933,160.74415420657402,True
2026-08-07,Golden State Valkyries @ Dallas Wings,Dallas Wings,HOME,0.449051673387395,0.49,0.5,0.010000000000000009,62346.5083,-0.06844832661260498,-1.6521572677515337,162.14411270063138,True
2026-08-07,Golden State Valkyries @ Dallas Wings,Golden State Valkyries,AWAY,0.550948326612605,0.49,0.5,0.010000000000000009,81530.78640000001,0.03344832661260495,-1.6521572677515337,162.14411270063138,True
2026-08-07,Phoenix Mercury @ Connecticut Sun,Connecticut Sun,HOME,0.4395082164773832,0.31,0.32,0.010000000000000009,78618.77350000001,0.10427621647738314,-1.9638425254704401,162.0145919351658,True
2026-08-07,Phoenix Mercury @ Connecticut Sun,Phoenix Mercury,AWAY,0.5604917835226169,0.68,0.69,0.009999999999999898,60337.094399999994,-0.1444812164773831,-1.9638425254704401,162.0145919351658,True
2026-08-08,Indiana Fever @ Chicago Sky,Chicago Sky,HOME,0.3551049116783884,0.31,0.32,0.010000000000000009,10575.285100000001,0.019872911678388387,-4.793928091813058,177.15107340090844,True
2026-08-08,Indiana Fever @ Chicago Sky,Indiana Fever,AWAY,0.6448950883216116,0.68,0.7,0.019999999999999907,7447.953199999999,-0.06980491167838838,-4.793928091813058,177.15107340090844,True
2026-08-08,Las Vegas Aces @ Minnesota Lynx,Minnesota Lynx,HOME,0.6154938732185111,0.64,0.65,0.010000000000000009,6676.4875999999995,-0.0504311267814889,3.7887959784136456,171.28140662877584,True
2026-08-08,Las Vegas Aces @ Minnesota Lynx,Las Vegas Aces,AWAY,0.3845061267814889,0.35,0.37,0.020000000000000018,12077.978299999999,-0.00181087321851112,3.7887959784136456,171.28140662877584,True
2026-08-08,Seattle Storm @ Portland Fire,Portland Fire,HOME,0.47302565394451457,0.55,0.61,0.05999999999999994,433.3826,-0.15362734605548545,-0.8730075879561241,174.28590162443646,False
2026-08-08,Seattle Storm @ Portland Fire,Seattle Storm,AWAY,0.5269743460554854,0.43,0.45,0.020000000000000018,171.8863,0.059649346055485414,-0.8730075879561241,174.28590162443646,False
2026-08-09,Dallas Wings @ Minnesota Lynx,Minnesota Lynx,HOME,0.7459431723772161,0.67,0.78,0.10999999999999999,194.3429,-0.04606882762278395,8.538036672166754,172.27673753626266,False
2026-08-09,Dallas Wings @ Minnesota Lynx,Dallas Wings,AWAY,0.2540568276227839,0.23,0.34,0.11000000000000001,131.7088,-0.10165117237721613,8.538036672166754,172.27673753626266,False
2026-08-09,Golden State Valkyries @ Los Angeles Sparks,Los Angeles Sparks,HOME,0.36263104954604336,0.3,0.32,0.020000000000000018,23.7515,0.02739904954604335,-4.534096269705387,165.4240600434115,False
2026-08-09,Golden State Valkyries @ Los Angeles Sparks,Golden State Valkyries,AWAY,0.6373689504539566,0.65,0.73,0.07999999999999996,126.475,-0.1064280495460434,-4.534096269705387,165.4240600434115,False
2026-08-09,Las Vegas Aces @ New York Liberty,New York Liberty,HOME,0.5192340651819153,0.4,0.42,0.019999999999999962,273.8275,0.08218206518191531,0.6222647699397612,172.5720023195271,False
2026-08-09,Las Vegas Aces @ New York Liberty,Las Vegas Aces,AWAY,0.4807659348180847,0.59,0.61,0.020000000000000018,294.0259,-0.14588706518191527,0.6222647699397612,172.5720023195271,False
2026-08-09,Phoenix Mercury @ Washington Mystics,Washington Mystics,HOME,0.5124821253220226,0.43,0.59,0.15999999999999998,61.0,-0.09445087467797733,0.40373387598684474,160.60414071688047,False
2026-08-09,Phoenix Mercury @ Washington Mystics,Phoenix Mercury,AWAY,0.48751787467797736,0.39,0.57,0.17999999999999994,81.6676,-0.0996391253220226,0.40373387598684474,160.60414071688047,False
