ts_utc,team,threshold,wins_now,losses_now,model_p,ask,bid,sims,games_priced
2026-08-18T12:03,LAA,65,49,76,0.6019,0.49,0.33,10000,550
2026-08-18T12:03,LAA,70,49,76,0.0824,0.69,0.02,10000,550
2026-08-18T12:03,LAA,75,49,76,0.0008,0.13,0.0,10000,550
2026-08-18T12:03,LAA,80,49,76,0.0,0.22,0.0,10000,550
2026-08-18T12:03,LAA,85,49,76,0.0,0.03,0.0,10000,550
2026-08-18T12:03,AZ,65,66,60,1.0,1.0,0.6,10000,550
2026-08-18T12:03,AZ,70,66,60,1.0,1.0,0.75,10000,550
2026-08-18T12:03,AZ,75,66,60,0.9996,0.99,0.92,10000,550
2026-08-18T12:03,AZ,80,66,60,0.9625,0.99,0.85,10000,550
2026-08-18T12:03,AZ,85,66,60,0.545,0.98,0.43,10000,550
2026-08-18T12:03,AZ,90,66,60,0.0587,0.99,0.01,10000,550
2026-08-18T12:03,AZ,95,66,60,0.0004,0.3,0.0,10000,550
2026-08-18T12:03,BOS,75,67,58,0.9999,1.0,0.96,10000,550
2026-08-18T12:03,BOS,80,67,58,0.9918,0.99,0.94,10000,550
2026-08-18T12:03,BOS,85,67,58,0.7552,0.86,0.78,10000,550
2026-08-18T12:03,BOS,90,67,58,0.1665,0.33,0.12,10000,550
2026-08-18T12:03,BOS,95,67,58,0.0036,0.19,0.02,10000,550
2026-08-18T12:03,BOS,100,67,58,0.0,0.05,0.0,10000,550
2026-08-18T12:03,BOS,105,67,58,0.0,0.03,0.0,10000,550
2026-08-18T12:03,CIN,65,60,65,1.0,0.99,0.03,10000,550
2026-08-18T12:03,CIN,70,60,65,0.9873,0.89,0.05,10000,550
2026-08-18T12:03,CIN,75,60,65,0.7057,0.78,0.03,10000,550
2026-08-18T12:03,CIN,80,60,65,0.1298,0.3,0.02,10000,550
2026-08-18T12:03,CIN,85,60,65,0.0024,0.05,0.0,10000,550
2026-08-18T12:03,CIN,90,60,65,0.0,0.03,0.0,10000,550
2026-08-18T12:03,CIN,95,60,65,0.0,0.05,0.0,10000,550
2026-08-18T12:03,CLE,65,60,65,1.0,1.0,0.6,10000,550
2026-08-18T12:03,CLE,70,60,65,0.999,1.0,0.6,10000,550
2026-08-18T12:03,CLE,75,60,65,0.9201,0.96,0.01,10000,550
2026-08-18T12:03,CLE,80,60,65,0.3922,0.62,0.44,10000,550
2026-08-18T12:03,CLE,85,60,65,0.0262,0.23,0.19,10000,550
2026-08-18T12:03,CLE,90,60,65,0.0002,0.26,0.01,10000,550
2026-08-18T12:03,CLE,95,60,65,0.0,0.09,0.0,10000,550
2026-08-18T12:03,COL,50,50,75,1.0,1.0,0.99,10000,550
2026-08-18T12:03,COL,55,50,75,1.0,0.99,0.96,10000,550
2026-08-18T12:03,COL,60,50,75,0.9869,0.98,0.8,10000,550
2026-08-18T12:03,COL,65,50,75,0.6834,0.44,0.32,10000,550
2026-08-18T12:03,DET,75,61,64,0.9584,0.95,0.81,10000,550
2026-08-18T12:03,DET,80,61,64,0.5218,0.7,0.59,10000,550
2026-08-18T12:03,DET,85,61,64,0.0571,0.26,0.12,10000,550
2026-08-18T12:03,DET,90,61,64,0.0006,0.08,0.0,10000,550
2026-08-18T12:03,DET,95,61,64,0.0,0.04,0.0,10000,550
2026-08-18T12:03,DET,100,61,64,0.0,0.05,0.0,10000,550
2026-08-18T12:03,DET,105,61,64,0.0,0.03,0.0,10000,550
2026-08-18T12:03,HOU,65,63,62,1.0,1.0,0.6,10000,550
2026-08-18T12:03,HOU,70,63,62,1.0,0.99,0.75,10000,550
2026-08-18T12:03,HOU,75,63,62,0.9948,0.99,0.01,10000,550
2026-08-18T12:03,HOU,80,63,62,0.8139,0.96,0.65,10000,550
2026-08-18T12:03,HOU,85,63,62,0.2302,0.72,0.09,10000,550
2026-08-18T12:03,HOU,90,63,62,0.0085,0.21,0.0,10000,550
2026-08-18T12:03,HOU,95,63,62,0.0,0.35,0.0,10000,550
2026-08-18T12:03,WSH,60,60,66,1.0,1.0,0.96,10000,550
2026-08-18T12:03,WSH,65,60,66,1.0,1.0,0.97,10000,550
2026-08-18T12:03,WSH,70,60,66,0.9964,0.98,0.87,10000,550
2026-08-18T12:03,WSH,75,60,66,0.8405,0.81,0.47,10000,550
2026-08-18T12:03,WSH,80,60,66,0.2535,0.33,0.12,10000,550
2026-08-18T12:03,WSH,85,60,66,0.008,0.1,0.0,10000,550
2026-08-18T12:03,NYM,75,57,69,0.5633,0.49,0.38,10000,550
2026-08-18T12:03,NYM,80,57,69,0.0625,0.1,0.05,10000,550
2026-08-18T12:03,NYM,85,57,69,0.0006,0.03,0.0,10000,550
2026-08-18T12:03,NYM,90,57,69,0.0,0.01,0.0,10000,550
2026-08-18T12:03,NYM,95,57,69,0.0,0.02,0.0,10000,550
2026-08-18T12:03,NYM,100,57,69,0.0,0.02,0.0,10000,550
2026-08-18T12:03,NYM,105,57,69,0.0,0.02,0.0,10000,550
2026-08-18T12:03,SEA,75,59,66,0.8901,0.98,0.52,10000,550
2026-08-18T12:03,SEA,80,59,66,0.3371,0.98,0.19,10000,550
2026-08-18T12:03,SEA,85,59,66,0.0171,0.16,0.03,10000,550
2026-08-18T12:03,SEA,90,59,66,0.0001,0.09,0.0,10000,550
2026-08-18T12:03,SEA,95,59,66,0.0,0.05,0.0,10000,550
2026-08-18T12:03,SEA,100,59,66,0.0,0.03,0.0,10000,550
2026-08-18T12:03,SEA,105,59,66,0.0,0.25,0.0,10000,550
2026-08-18T12:03,SF,65,51,73,0.9148,0.8,0.48,10000,550
2026-08-18T12:03,SF,70,51,73,0.3904,0.38,0.07,10000,550
2026-08-18T12:03,SF,75,51,73,0.0255,0.9,0.01,10000,550
2026-08-18T12:03,SF,80,51,73,0.0001,0.02,0.01,10000,550
2026-08-18T12:03,SF,85,51,73,0.0,0.1,0.01,10000,550
2026-08-18T12:03,SF,90,51,73,0.0,0.07,0.0,10000,550
2026-08-18T12:03,SF,95,51,73,0.0,0.01,0.0,10000,550
2026-08-18T12:03,TB,70,75,49,1.0,1.0,0.99,10000,550
2026-08-18T12:03,TB,75,75,49,1.0,1.0,0.98,10000,550
2026-08-18T12:03,TB,80,75,49,1.0,1.0,0.97,10000,550
2026-08-18T12:03,TB,85,75,49,0.9999,0.99,0.95,10000,550
2026-08-18T12:03,TB,90,75,49,0.9428,0.99,0.88,10000,550
2026-08-18T12:03,TB,95,75,49,0.4863,0.72,0.52,10000,550
2026-08-18T12:03,TEX,65,61,64,1.0,1.0,0.6,10000,550
2026-08-18T12:03,TEX,70,61,64,0.9998,1.0,0.6,10000,550
2026-08-18T12:03,TEX,75,61,64,0.9499,0.98,0.01,10000,550
2026-08-18T12:03,TEX,80,61,64,0.4967,0.68,0.4,10000,550
2026-08-18T12:03,TEX,85,61,64,0.05,0.25,0.01,10000,550
2026-08-18T12:03,TEX,90,61,64,0.0006,0.04,0.0,10000,550
2026-08-18T12:03,TEX,95,61,64,0.0,0.27,0.01,10000,550
2026-08-18T12:03,TOR,75,61,65,0.964,0.95,0.5,10000,550
2026-08-18T12:03,TOR,80,61,65,0.5528,0.79,0.21,10000,550
2026-08-18T12:03,TOR,85,61,65,0.0584,0.23,0.03,10000,550
2026-08-18T12:03,TOR,90,61,65,0.0002,0.13,0.01,10000,550
2026-08-18T12:03,TOR,95,61,65,0.0,0.01,0.0,10000,550
2026-08-18T12:03,TOR,100,61,65,0.0,0.01,0.0,10000,550
2026-08-18T12:03,TOR,105,61,65,0.0,0.01,0.0,10000,550
2026-08-18T12:03,PHI,75,68,58,1.0,1.0,0.8,10000,550
2026-08-18T12:03,PHI,80,68,58,0.992,0.99,0.01,10000,550
2026-08-18T12:03,PHI,85,68,58,0.7486,0.95,0.44,10000,550
2026-08-18T12:03,PHI,90,68,58,0.1556,0.5,0.07,10000,550
2026-08-18T12:03,PHI,95,68,58,0.0028,0.17,0.01,10000,550
2026-08-18T12:03,PHI,100,68,58,0.0,0.06,0.01,10000,550
2026-08-18T12:03,PHI,105,68,58,0.0,0.28,0.0,10000,550
2026-08-18T12:03,MIL,75,77,48,1.0,1.0,0.99,10000,550
2026-08-18T12:03,MIL,80,77,48,1.0,1.0,0.98,10000,550
2026-08-18T12:03,MIL,85,77,48,1.0,0.98,0.95,10000,550
2026-08-18T12:03,MIL,90,77,48,0.9956,0.9,0.86,10000,550
2026-08-18T12:03,MIL,95,77,48,0.8353,0.95,0.82,10000,550
2026-08-18T12:03,MIL,100,77,48,0.2425,0.34,0.18,10000,550
2026-08-18T12:03,MIL,105,77,48,0.0103,0.07,0.01,10000,550
2026-08-19T12:02,LAA,55,50,76,1.0,0.99,0.94,10000,535
2026-08-19T12:02,LAA,60,50,76,0.9866,0.97,0.78,10000,535
2026-08-19T12:02,LAA,65,50,76,0.6804,0.53,0.33,10000,535
2026-08-19T12:02,LAA,70,50,76,0.1196,0.23,0.03,10000,535
2026-08-19T12:02,LAA,75,50,76,0.0024,0.12,0.0,10000,535
2026-08-19T12:02,LAA,80,50,76,0.0,0.21,0.0,10000,535
2026-08-19T12:02,LAA,85,50,76,0.0,0.03,0.0,10000,535
2026-08-19T12:02,AZ,65,66,61,1.0,1.0,0.61,10000,535
2026-08-19T12:02,AZ,70,66,61,1.0,1.0,0.76,10000,535
2026-08-19T12:02,AZ,75,66,61,0.9998,0.99,0.97,10000,535
2026-08-19T12:02,AZ,80,66,61,0.9507,0.97,0.85,10000,535
2026-08-19T12:02,AZ,85,66,61,0.4808,0.44,0.01,10000,535
2026-08-19T12:02,AZ,90,66,61,0.0404,0.98,0.0,10000,535
2026-08-19T12:02,AZ,95,66,61,0.0004,0.29,0.0,10000,535
2026-08-19T12:02,BAL,65,61,65,1.0,1.0,0.76,10000,535
2026-08-19T12:02,BAL,70,61,65,0.9986,0.99,0.76,10000,535
2026-08-19T12:02,BAL,75,61,65,0.9047,0.87,0.78,10000,535
2026-08-19T12:02,BAL,80,61,65,0.3475,0.47,0.33,10000,535
2026-08-19T12:02,BAL,85,61,65,0.0185,0.21,0.04,10000,535
2026-08-19T12:02,BAL,90,61,65,0.0001,0.21,0.0,10000,535
2026-08-19T12:02,BAL,95,61,65,0.0,0.05,0.0,10000,535
2026-08-19T12:02,CHC,75,74,53,1.0,1.0,0.93,10000,535
2026-08-19T12:02,CHC,80,74,53,1.0,1.0,0.95,10000,535
2026-08-19T12:02,CHC,85,74,53,0.9938,1.0,0.96,10000,535
2026-08-19T12:02,CHC,90,74,53,0.7741,0.9,0.78,10000,535
2026-08-19T12:02,CHC,95,74,53,0.1734,0.68,0.27,10000,535
2026-08-19T12:02,CHC,100,74,53,0.0029,0.73,0.0,10000,535
2026-08-19T12:02,CHC,105,74,53,0.0,0.23,0.0,10000,535
2026-08-19T12:02,COL,50,50,76,1.0,1.0,0.99,10000,535
2026-08-19T12:02,COL,55,50,76,1.0,0.99,0.97,10000,535
2026-08-19T12:02,COL,60,50,76,0.9827,0.98,0.84,10000,535
2026-08-19T12:02,COL,65,50,76,0.6372,0.42,0.33,10000,535
2026-08-19T12:02,DET,75,61,65,0.9389,0.95,0.82,10000,535
2026-08-19T12:02,DET,80,61,65,0.4617,0.84,0.59,10000,535
2026-08-19T12:02,DET,85,61,65,0.0393,0.25,0.11,10000,535
2026-08-19T12:02,DET,90,61,65,0.0001,0.08,0.0,10000,535
2026-08-19T12:02,DET,95,61,65,0.0,0.04,0.0,10000,535
2026-08-19T12:02,DET,100,61,65,0.0,0.05,0.0,10000,535
2026-08-19T12:02,DET,105,61,65,0.0,0.03,0.0,10000,535
2026-08-19T12:02,HOU,65,63,63,1.0,1.0,0.61,10000,535
2026-08-19T12:02,HOU,70,63,63,1.0,0.99,0.76,10000,535
2026-08-19T12:02,HOU,75,63,63,0.9923,0.99,0.01,10000,535
2026-08-19T12:02,HOU,80,63,63,0.7647,0.91,0.65,10000,535
2026-08-19T12:02,HOU,85,63,63,0.166,0.25,0.09,10000,535
2026-08-19T12:02,HOU,90,63,63,0.0035,0.24,0.0,10000,535
2026-08-19T12:02,HOU,95,63,63,0.0,0.34,0.0,10000,535
2026-08-19T12:02,KC,65,53,74,0.9471,0.9,0.64,10000,535
2026-08-19T12:02,KC,70,53,74,0.4647,0.46,0.24,10000,535
2026-08-19T12:02,KC,75,53,74,0.0374,0.1,0.01,10000,535
2026-08-19T12:02,KC,80,53,74,0.0,0.01,0.0,10000,535
2026-08-19T12:02,KC,85,53,74,0.0,0.01,0.0,10000,535
2026-08-19T12:02,KC,90,53,74,0.0,0.03,0.0,10000,535
2026-08-19T12:02,KC,95,53,74,0.0,0.01,0.0,10000,535
2026-08-19T12:02,LAD,85,76,51,0.9997,1.0,0.98,10000,535
2026-08-19T12:02,LAD,90,76,51,0.9742,0.99,0.94,10000,535
2026-08-19T12:02,LAD,95,76,51,0.597,0.85,0.01,10000,535
2026-08-19T12:02,LAD,100,76,51,0.0665,0.47,0.44,10000,535
2026-08-19T12:02,LAD,105,76,51,0.0005,0.08,0.03,10000,535
2026-08-19T12:02,LAD,110,76,51,0.0,0.01,0.0,10000,535
2026-08-19T12:02,LAD,115,76,51,0.0,0.01,0.0,10000,535
2026-08-19T12:02,NYM,75,57,70,0.4764,0.44,0.38,10000,535
2026-08-19T12:02,NYM,80,57,70,0.0404,0.14,0.05,10000,535
2026-08-19T12:02,NYM,85,57,70,0.0002,0.04,0.0,10000,535
2026-08-19T12:02,NYM,90,57,70,0.0,0.02,0.0,10000,535
2026-08-19T12:02,NYM,95,57,70,0.0,0.02,0.0,10000,535
2026-08-19T12:02,NYM,100,57,70,0.0,0.02,0.0,10000,535
2026-08-19T12:02,NYM,105,57,70,0.0,0.02,0.0,10000,535
2026-08-19T12:02,ATH,65,49,77,0.64,0.43,0.24,10000,535
2026-08-19T12:02,ATH,70,49,77,0.0958,0.05,0.0,10000,535
2026-08-19T12:02,ATH,75,49,77,0.0019,0.23,0.0,10000,535
2026-08-19T12:02,ATH,80,49,77,0.0001,0.19,0.0,10000,535
2026-08-19T12:02,ATH,85,49,77,0.0,0.14,0.0,10000,535
2026-08-19T12:02,ATH,90,49,77,0.0,0.14,0.0,10000,535
2026-08-19T12:02,ATH,95,49,77,0.0,0.14,0.0,10000,535
2026-08-19T12:02,SEA,75,59,67,0.8478,0.98,0.7,10000,535
2026-08-19T12:02,SEA,80,59,67,0.2738,0.98,0.18,10000,535
2026-08-19T12:02,SEA,85,59,67,0.0099,0.79,0.03,10000,535
2026-08-19T12:02,SEA,90,59,67,0.0,0.09,0.0,10000,535
2026-08-19T12:02,SEA,95,59,67,0.0,0.05,0.0,10000,535
2026-08-19T12:02,SEA,100,59,67,0.0,0.03,0.0,10000,535
2026-08-19T12:02,SEA,105,59,67,0.0,0.24,0.0,10000,535
2026-08-19T12:02,STL,60,65,62,1.0,1.0,0.8,10000,535
2026-08-19T12:02,STL,65,65,62,1.0,1.0,0.98,10000,535
2026-08-19T12:02,STL,70,65,62,1.0,1.0,0.94,10000,535
2026-08-19T12:02,STL,75,65,62,0.9974,0.99,0.39,10000,535
2026-08-19T12:02,STL,80,65,62,0.8389,0.97,0.51,10000,535
2026-08-19T12:02,STL,85,65,62,0.244,0.74,0.12,10000,535
2026-08-19T12:02,TB,70,75,50,1.0,1.0,0.99,10000,535
2026-08-19T12:02,TB,75,75,50,1.0,1.0,0.98,10000,535
2026-08-19T12:02,TB,80,75,50,1.0,1.0,0.97,10000,535
2026-08-19T12:02,TB,85,75,50,0.9986,0.99,0.95,10000,535
2026-08-19T12:02,TB,90,75,50,0.9213,0.99,0.88,10000,535
2026-08-19T12:02,TB,95,75,50,0.4083,0.72,0.52,10000,535
2026-08-19T12:02,TEX,65,62,64,1.0,1.0,0.61,10000,535
2026-08-19T12:02,TEX,70,62,64,1.0,1.0,0.61,10000,535
2026-08-19T12:02,TEX,75,62,64,0.9725,0.96,0.01,10000,535
2026-08-19T12:02,TEX,80,62,64,0.5681,0.68,0.4,10000,535
2026-08-19T12:02,TEX,85,62,64,0.0668,0.11,0.01,10000,535
2026-08-19T12:02,TEX,90,62,64,0.0001,0.04,0.0,10000,535
2026-08-19T12:02,TEX,95,62,64,0.0,0.25,0.01,10000,535
2026-08-19T12:02,MIN,60,62,65,1.0,1.0,0.78,10000,535
2026-08-19T12:02,MIN,65,62,65,1.0,1.0,0.84,10000,535
2026-08-19T12:02,MIN,70,62,65,0.9998,0.99,0.78,10000,535
2026-08-19T12:02,MIN,75,62,65,0.9602,0.98,0.85,10000,535
2026-08-19T12:02,MIN,80,62,65,0.5249,0.98,0.11,10000,535
2026-08-19T12:02,MIN,85,62,65,0.0508,0.89,0.03,10000,535
2026-08-19T12:02,PHI,75,69,58,1.0,1.0,0.81,10000,535
2026-08-19T12:02,PHI,80,69,58,0.9946,0.99,0.01,10000,535
2026-08-19T12:02,PHI,85,69,58,0.7962,0.89,0.45,10000,535
2026-08-19T12:02,PHI,90,69,58,0.1947,0.41,0.07,10000,535
2026-08-19T12:02,PHI,95,69,58,0.0042,0.16,0.01,10000,535
2026-08-19T12:02,PHI,100,69,58,0.0,0.06,0.01,10000,535
2026-08-19T12:02,PHI,105,69,58,0.0,0.27,0.0,10000,535
2026-08-19T12:02,ATL,75,74,52,1.0,1.0,0.99,10000,535
2026-08-19T12:02,ATL,80,74,52,1.0,1.0,0.96,10000,535
2026-08-19T12:02,ATL,85,74,52,0.9949,0.99,0.76,10000,535
2026-08-19T12:02,ATL,90,74,52,0.8011,0.97,0.71,10000,535
2026-08-19T12:02,ATL,95,74,52,0.2073,0.59,0.34,10000,535
2026-08-19T12:02,ATL,100,74,52,0.0065,0.15,0.03,10000,535
2026-08-19T12:02,ATL,105,74,52,0.0,0.06,0.02,10000,535
2026-08-19T12:02,MIA,65,64,63,1.0,1.0,0.98,10000,535
2026-08-19T12:02,MIA,70,64,63,1.0,0.99,0.97,10000,535
2026-08-19T12:02,MIA,75,64,63,0.9906,0.97,0.9,10000,535
2026-08-19T12:02,MIA,80,64,63,0.7092,0.75,0.34,10000,535
2026-08-19T12:02,MIA,85,64,63,0.1337,0.31,0.03,10000,535
2026-08-19T12:02,MIA,90,64,63,0.0021,0.26,0.0,10000,535
2026-08-19T12:02,MIA,95,64,63,0.0,0.22,0.0,10000,535
2026-08-19T12:02,NYY,75,70,55,1.0,1.0,0.96,10000,535
2026-08-19T12:02,NYY,80,70,55,0.9998,1.0,0.95,10000,535
2026-08-19T12:02,NYY,85,70,55,0.9726,1.0,0.71,10000,535
2026-08-19T12:02,NYY,90,70,55,0.5943,0.81,0.21,10000,535
2026-08-19T12:02,NYY,95,70,55,0.0782,0.24,0.01,10000,535
2026-08-19T12:02,NYY,100,70,55,0.0007,0.23,0.0,10000,535
2026-08-19T12:02,NYY,105,70,55,0.0,0.01,0.0,10000,535
2026-08-20T12:04,CHC,75,74,54,1.0,1.0,0.93,10000,520
2026-08-20T12:04,CHC,80,74,54,1.0,1.0,0.95,10000,520
2026-08-20T12:04,CHC,85,74,54,0.9893,1.0,0.96,10000,520
2026-08-20T12:04,CHC,90,74,54,0.7142,0.93,0.78,10000,520
2026-08-20T12:04,CHC,95,74,54,0.1218,0.5,0.24,10000,520
2026-08-20T12:04,CHC,100,74,54,0.0015,0.12,0.0,10000,520
2026-08-20T12:04,CHC,105,74,54,0.0,0.13,0.0,10000,520
2026-08-20T12:04,CIN,65,61,66,1.0,0.99,0.86,10000,520
2026-08-20T12:04,CIN,70,61,66,0.9914,0.97,0.81,10000,520
2026-08-20T12:04,CIN,75,61,66,0.7123,0.43,0.28,10000,520
2026-08-20T12:04,CIN,80,61,66,0.1279,0.14,0.01,10000,520
2026-08-20T12:04,CIN,85,61,66,0.0022,0.05,0.0,10000,520
2026-08-20T12:04,CIN,90,61,66,0.0,0.03,0.0,10000,520
2026-08-20T12:04,CIN,95,61,66,0.0,0.05,0.0,10000,520
2026-08-20T12:04,CLE,65,61,66,1.0,1.0,0.85,10000,520
2026-08-20T12:04,CLE,70,61,66,0.9988,1.0,0.85,10000,520
2026-08-20T12:04,CLE,75,61,66,0.9209,0.92,0.8,10000,520
2026-08-20T12:04,CLE,80,61,66,0.391,0.64,0.44,10000,520
2026-08-20T12:04,CLE,85,61,66,0.0229,0.2,0.18,10000,520
2026-08-20T12:04,CLE,90,61,66,0.0,0.15,0.01,10000,520
2026-08-20T12:04,CLE,95,61,66,0.0,0.15,0.0,10000,520
2026-08-20T12:04,COL,50,50,77,1.0,1.0,0.99,10000,520
2026-08-20T12:04,COL,55,50,77,1.0,0.99,0.97,10000,520
2026-08-20T12:04,COL,60,50,77,0.9706,0.98,0.79,10000,520
2026-08-20T12:04,COL,65,50,77,0.5665,0.42,0.32,10000,520
2026-08-20T12:04,DET,75,61,66,0.9204,0.96,0.82,10000,520
2026-08-20T12:04,DET,80,61,66,0.4072,0.7,0.4,10000,520
2026-08-20T12:04,DET,85,61,66,0.0239,0.2,0.11,10000,520
2026-08-20T12:04,DET,90,61,66,0.0,0.1,0.0,10000,520
2026-08-20T12:04,DET,95,61,66,0.0,0.04,0.0,10000,520
2026-08-20T12:04,DET,100,61,66,0.0,0.05,0.0,10000,520
2026-08-20T12:04,DET,105,61,66,0.0,0.03,0.0,10000,520
2026-08-20T12:04,HOU,65,64,63,1.0,1.0,0.86,10000,520
2026-08-20T12:04,HOU,70,64,63,1.0,0.99,0.86,10000,520
2026-08-20T12:04,HOU,75,64,63,0.9956,0.99,0.85,10000,520
2026-08-20T12:04,HOU,80,64,63,0.8143,0.92,0.65,10000,520
2026-08-20T12:04,HOU,85,64,63,0.2041,0.36,0.1,10000,520
2026-08-20T12:04,HOU,90,64,63,0.0058,0.14,0.0,10000,520
2026-08-20T12:04,HOU,95,64,63,0.0,0.14,0.0,10000,520
2026-08-20T12:04,KC,65,54,74,0.9667,0.9,0.68,10000,520
2026-08-20T12:04,KC,70,54,74,0.5393,0.46,0.14,10000,520
2026-08-20T12:04,KC,75,54,74,0.0533,0.12,0.01,10000,520
2026-08-20T12:04,KC,80,54,74,0.0003,0.01,0.0,10000,520
2026-08-20T12:04,KC,85,54,74,0.0,0.01,0.0,10000,520
2026-08-20T12:04,KC,90,54,74,0.0,0.03,0.0,10000,520
2026-08-20T12:04,KC,95,54,74,0.0,0.01,0.0,10000,520
2026-08-20T12:04,LAD,85,77,51,1.0,1.0,0.98,10000,520
2026-08-20T12:04,LAD,90,77,51,0.98,0.99,0.94,10000,520
2026-08-20T12:04,LAD,95,77,51,0.6488,0.86,0.77,10000,520
2026-08-20T12:04,LAD,100,77,51,0.0859,0.52,0.43,10000,520
2026-08-20T12:04,LAD,105,77,51,0.0008,0.09,0.04,10000,520
2026-08-20T12:04,LAD,110,77,51,0.0,0.01,0.0,10000,520
2026-08-20T12:04,LAD,115,77,51,0.0,0.01,0.0,10000,520
2026-08-20T12:04,WSH,60,61,67,1.0,1.0,0.96,10000,520
2026-08-20T12:04,WSH,65,61,67,1.0,1.0,0.97,10000,520
2026-08-20T12:04,WSH,70,61,67,0.9987,0.98,0.87,10000,520
2026-08-20T12:04,WSH,75,61,67,0.8545,0.74,0.41,10000,520
2026-08-20T12:04,WSH,80,61,67,0.2536,0.27,0.03,10000,520
2026-08-20T12:04,WSH,85,61,67,0.0083,0.1,0.0,10000,520
2026-08-20T12:04,NYM,75,58,70,0.5408,0.6,0.39,10000,520
2026-08-20T12:04,NYM,80,58,70,0.0515,0.12,0.06,10000,520
2026-08-20T12:04,NYM,85,58,70,0.0001,0.04,0.0,10000,520
2026-08-20T12:04,NYM,90,58,70,0.0,0.01,0.0,10000,520
2026-08-20T12:04,NYM,95,58,70,0.0,0.04,0.0,10000,520
2026-08-20T12:04,NYM,100,58,70,0.0,0.03,0.0,10000,520
2026-08-20T12:04,NYM,105,58,70,0.0,0.02,0.0,10000,520
2026-08-20T12:04,ATH,65,49,78,0.5751,0.43,0.24,10000,520
2026-08-20T12:04,ATH,70,49,78,0.0668,0.06,0.0,10000,520
2026-08-20T12:04,ATH,75,49,78,0.0005,0.15,0.0,10000,520
2026-08-20T12:04,ATH,80,49,78,0.0,0.15,0.0,10000,520
2026-08-20T12:04,ATH,85,49,78,0.0,0.13,0.0,10000,520
2026-08-20T12:04,ATH,90,49,78,0.0,0.13,0.0,10000,520
2026-08-20T12:04,ATH,95,49,78,0.0,0.13,0.0,10000,520
2026-08-20T12:04,PIT,60,63,66,1.0,1.0,0.86,10000,520
2026-08-20T12:04,PIT,65,63,66,1.0,1.0,0.86,10000,520
2026-08-20T12:04,PIT,70,63,66,1.0,1.0,0.93,10000,520
2026-08-20T12:04,PIT,75,63,66,0.9763,0.98,0.8,10000,520
2026-08-20T12:04,PIT,80,63,66,0.5894,0.69,0.19,10000,520
2026-08-20T12:04,PIT,85,63,66,0.0602,0.22,0.01,10000,520
2026-08-20T12:04,SEA,75,60,67,0.899,0.98,0.77,10000,520
2026-08-20T12:04,SEA,80,60,67,0.3257,0.6,0.19,10000,520
2026-08-20T12:04,SEA,85,60,67,0.0162,0.17,0.01,10000,520
2026-08-20T12:04,SEA,90,60,67,0.0,0.09,0.0,10000,520
2026-08-20T12:04,SEA,95,60,67,0.0,0.05,0.0,10000,520
2026-08-20T12:04,SEA,100,60,67,0.0,0.03,0.0,10000,520
2026-08-20T12:04,SEA,105,60,67,0.0,0.15,0.0,10000,520
2026-08-20T12:04,SF,65,52,74,0.919,0.86,0.41,10000,520
2026-08-20T12:04,SF,70,52,74,0.393,0.36,0.12,10000,520
2026-08-20T12:04,SF,75,52,74,0.0224,0.17,0.01,10000,520
2026-08-20T12:04,SF,80,52,74,0.0001,0.06,0.01,10000,520
2026-08-20T12:04,SF,85,52,74,0.0,0.02,0.01,10000,520
2026-08-20T12:04,SF,90,52,74,0.0,0.1,0.0,10000,520
2026-08-20T12:04,SF,95,52,74,0.0,0.01,0.0,10000,520
2026-08-20T12:04,STL,60,65,63,1.0,1.0,0.86,10000,520
2026-08-20T12:04,STL,65,65,63,1.0,1.0,0.98,10000,520
2026-08-20T12:04,STL,70,65,63,1.0,1.0,0.94,10000,520
2026-08-20T12:04,STL,75,65,63,0.9951,0.99,0.84,10000,520
2026-08-20T12:04,STL,80,65,63,0.7987,0.91,0.49,10000,520
2026-08-20T12:04,STL,85,65,63,0.1906,0.3,0.07,10000,520
2026-08-20T12:04,TB,70,76,50,1.0,1.0,0.99,10000,520
2026-08-20T12:04,TB,75,76,50,1.0,1.0,0.98,10000,520
2026-08-20T12:04,TB,80,76,50,1.0,1.0,0.97,10000,520
2026-08-20T12:04,TB,85,76,50,0.9997,0.99,0.95,10000,520
2026-08-20T12:04,TB,90,76,50,0.9445,0.99,0.88,10000,520
2026-08-20T12:04,TB,95,76,50,0.4649,0.7,0.52,10000,520
2026-08-20T12:04,TEX,65,62,65,1.0,1.0,0.85,10000,520
2026-08-20T12:04,TEX,70,62,65,0.9999,1.0,0.85,10000,520
2026-08-20T12:04,TEX,75,62,65,0.9537,0.98,0.81,10000,520
2026-08-20T12:04,TEX,80,62,65,0.494,0.68,0.4,10000,520
2026-08-20T12:04,TEX,85,62,65,0.0409,0.19,0.01,10000,520
2026-08-20T12:04,TEX,90,62,65,0.0002,0.04,0.0,10000,520
2026-08-20T12:04,TEX,95,62,65,0.0,0.14,0.01,10000,520
2026-08-20T12:04,TOR,75,62,66,0.9708,0.95,0.78,10000,520
2026-08-20T12:04,TOR,80,62,66,0.5571,0.7,0.3,10000,520
2026-08-20T12:04,TOR,85,62,66,0.0578,0.18,0.03,10000,520
2026-08-20T12:04,TOR,90,62,66,0.0006,0.09,0.0,10000,520
2026-08-20T12:04,TOR,95,62,66,0.0,0.01,0.0,10000,520
2026-08-20T12:04,TOR,100,62,66,0.0,0.01,0.0,10000,520
